"filename", "language", "JavaScript", "JSON", "HTML", "JSON with Comments", "Markdown", "JavaScript JSX", "PostCSS", "comment", "blank", "total"
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705114038-create-roles.cjs", "JavaScript", 31, 0, 0, 0, 0, 0, 0, 1, 3, 35
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705115001-create-compagnie.cjs", "JavaScript", 41, 0, 0, 0, 0, 0, 0, 1, 2, 44
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120633-create-sections.cjs", "JavaScript", 44, 0, 0, 0, 0, 0, 0, 1, 3, 48
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120634-create-users.cjs", "JavaScript", 79, 0, 0, 0, 0, 0, 0, 1, 4, 84
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120648-create-vehicules-types.cjs", "JavaScript", 44, 0, 0, 0, 0, 0, 0, 1, 3, 48
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120659-create-vehicule.cjs", "JavaScript", 60, 0, 0, 0, 0, 0, 0, 1, 3, 64
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120706-create-missions.cjs", "JavaScript", 64, 0, 0, 0, 0, 0, 0, 1, 3, 68
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120708-create-missions-groupes.cjs", "JavaScript", 53, 0, 0, 0, 0, 0, 0, 1, 9, 63
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120711-create-missions-users.cjs", "JavaScript", 64, 0, 0, 0, 0, 0, 0, 1, 9, 74
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120719-create-missions-vehicules.cjs", "JavaScript", 72, 0, 0, 0, 0, 0, 0, 1, 4, 77
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120844-create-user-tokens.cjs", "JavaScript", 42, 0, 0, 0, 0, 0, 0, 1, 3, 46
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260715053149-create-missions-equipages.cjs", "JavaScript", 48, 0, 0, 0, 0, 0, 0, 1, 7, 56
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260722110000-align-relations-and-constraints.cjs", "JavaScript", 43, 0, 0, 0, 0, 0, 0, 1, 4, 48
"/Users/loucadaviot/Desktop/crfm/backend/models/compagnie.model.js", "JavaScript", 38, 0, 0, 0, 0, 0, 0, 0, 3, 41
"/Users/loucadaviot/Desktop/crfm/backend/models/index.js", "JavaScript", 266, 0, 0, 0, 0, 0, 0, 0, 38, 304
"/Users/loucadaviot/Desktop/crfm/backend/models/missions-equipages.model.js", "JavaScript", 38, 0, 0, 0, 0, 0, 0, 0, 2, 40
"/Users/loucadaviot/Desktop/crfm/backend/models/missions.model.js", "JavaScript", 64, 0, 0, 0, 0, 0, 0, 0, 3, 67
"/Users/loucadaviot/Desktop/crfm/backend/models/missionsGroupes.model.js", "JavaScript", 42, 0, 0, 0, 0, 0, 0, 0, 4, 46
"/Users/loucadaviot/Desktop/crfm/backend/models/missionsUsers.model.js", "JavaScript", 50, 0, 0, 0, 0, 0, 0, 0, 3, 53
"/Users/loucadaviot/Desktop/crfm/backend/models/missionsVehicule.model.js", "JavaScript", 76, 0, 0, 0, 0, 0, 0, 0, 3, 79
"/Users/loucadaviot/Desktop/crfm/backend/models/roles.model.js", "JavaScript", 32, 0, 0, 0, 0, 0, 0, 0, 3, 35
"/Users/loucadaviot/Desktop/crfm/backend/models/sections.model.js", "JavaScript", 41, 0, 0, 0, 0, 0, 0, 0, 3, 44
"/Users/loucadaviot/Desktop/crfm/backend/models/user.model.js", "JavaScript", 84, 0, 0, 0, 0, 0, 0, 0, 5, 89
"/Users/loucadaviot/Desktop/crfm/backend/models/userToken.model.js", "JavaScript", 30, 0, 0, 0, 0, 0, 0, 0, 3, 33
"/Users/loucadaviot/Desktop/crfm/backend/models/vehicule.model.js", "JavaScript", 59, 0, 0, 0, 0, 0, 0, 0, 3, 62
"/Users/loucadaviot/Desktop/crfm/backend/models/vehicules-types.model.js", "JavaScript", 46, 0, 0, 0, 0, 0, 0, 0, 3, 49
"/Users/loucadaviot/Desktop/crfm/backend/package-lock.json", "JSON", 0, 4155, 0, 0, 0, 0, 0, 0, 1, 4156
"/Users/loucadaviot/Desktop/crfm/backend/package.json", "JSON", 0, 56, 0, 0, 0, 0, 0, 0, 1, 57
"/Users/loucadaviot/Desktop/crfm/backend/routes/auth.routes.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 3, 8
"/Users/loucadaviot/Desktop/crfm/backend/routes/compagnie.routes.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"/Users/loucadaviot/Desktop/crfm/backend/routes/index.routes.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 3, 28
"/Users/loucadaviot/Desktop/crfm/backend/routes/missions.routes.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 12, 33
"/Users/loucadaviot/Desktop/crfm/backend/routes/missionsEquipages.routes.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 4, 19
"/Users/loucadaviot/Desktop/crfm/backend/routes/missionsGroupes.routes.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 5, 18
"/Users/loucadaviot/Desktop/crfm/backend/routes/missionsUsers.routes.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 4, 25
"/Users/loucadaviot/Desktop/crfm/backend/routes/missionsVehicules.routes.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/Users/loucadaviot/Desktop/crfm/backend/routes/role.routes.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 5, 10
"/Users/loucadaviot/Desktop/crfm/backend/routes/sections.routes.js", "JavaScript", 23, 0, 0, 0, 0, 0, 0, 0, 4, 27
"/Users/loucadaviot/Desktop/crfm/backend/routes/typeVehicules.routes.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"/Users/loucadaviot/Desktop/crfm/backend/routes/user.routes.js", "JavaScript", 26, 0, 0, 0, 0, 0, 0, 0, 3, 29
"/Users/loucadaviot/Desktop/crfm/backend/routes/vehicules.routes.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 4, 23
"/Users/loucadaviot/Desktop/crfm/backend/scripts/import-personnels.js", "JavaScript", 140, 0, 0, 0, 0, 0, 0, 14, 47, 201
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075121-create-roles.js", "JavaScript", 50, 0, 0, 0, 0, 0, 0, 0, 2, 52
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075122-create-compagnies.js", "JavaScript", 85, 0, 0, 0, 0, 0, 0, 0, 2, 87
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075123-create-sections.js", "JavaScript", 71, 0, 0, 0, 0, 0, 0, 2, 9, 82
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075125-create-users-test.js", "JavaScript", 73, 0, 0, 0, 0, 0, 0, 5, 11, 89
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075126-assign-chef-section.js", "JavaScript", 44, 0, 0, 0, 0, 0, 0, 1, 6, 51
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075127-assign-oa-compagnie.js", "JavaScript", 47, 0, 0, 0, 0, 0, 0, 2, 5, 54
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075128-create-vehicules-types.js", "JavaScript", 338, 0, 0, 0, 0, 0, 0, 1, 5, 344
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075129-create-vehicules.js", "JavaScript", 358, 0, 0, 0, 0, 0, 0, 10, 64, 432
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075130-create-missions.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 16, 3, 26
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075131-create-section-missions.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 16, 3, 26
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075132-create-missions-users.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 16, 3, 26
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075133-create-missions-vehicules.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 16, 3, 26
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075134-create-missions-equipages.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 16, 3, 26
"/Users/loucadaviot/Desktop/crfm/backend/services/auth.service.js", "JavaScript", 49, 0, 0, 0, 0, 0, 0, 0, 6, 55
"/Users/loucadaviot/Desktop/crfm/backend/services/compagnie.service.js", "JavaScript", 174, 0, 0, 0, 0, 0, 0, 0, 17, 191
"/Users/loucadaviot/Desktop/crfm/backend/services/missionUser.service.js", "JavaScript", 216, 0, 0, 0, 0, 0, 0, 0, 35, 251
"/Users/loucadaviot/Desktop/crfm/backend/services/missions.service.js", "JavaScript", 1642, 0, 0, 0, 0, 0, 0, 369, 528, 2539
"/Users/loucadaviot/Desktop/crfm/backend/services/missionsEquipages.service.js", "JavaScript", 136, 0, 0, 0, 0, 0, 0, 0, 19, 155
"/Users/loucadaviot/Desktop/crfm/backend/services/missionsGroupes.service.js", "JavaScript", 29, 0, 0, 0, 0, 0, 0, 0, 11, 40
"/Users/loucadaviot/Desktop/crfm/backend/services/missionsVehicules.service.js", "JavaScript", 167, 0, 0, 0, 0, 0, 0, 0, 27, 194
"/Users/loucadaviot/Desktop/crfm/backend/services/role.service.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/Users/loucadaviot/Desktop/crfm/backend/services/section.service.js", "JavaScript", 186, 0, 0, 0, 0, 0, 0, 0, 32, 218
"/Users/loucadaviot/Desktop/crfm/backend/services/typeVehicules.service.js", "JavaScript", 110, 0, 0, 0, 0, 0, 0, 0, 29, 139
"/Users/loucadaviot/Desktop/crfm/backend/services/user.service.js", "JavaScript", 572, 0, 0, 0, 0, 0, 0, 74, 163, 809
"/Users/loucadaviot/Desktop/crfm/backend/services/vehicule.service.js", "JavaScript", 193, 0, 0, 0, 0, 0, 0, 0, 38, 231
"/Users/loucadaviot/Desktop/crfm/backend/src/app.js", "JavaScript", 30, 0, 0, 0, 0, 0, 0, 6, 10, 46
"/Users/loucadaviot/Desktop/crfm/backend/src/server.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 6, 25
"/Users/loucadaviot/Desktop/crfm/backend/test/database.integration.test.js", "JavaScript", 59, 0, 0, 0, 0, 0, 0, 0, 6, 65
"/Users/loucadaviot/Desktop/crfm/backend/test/model-and-service.test.js", "JavaScript", 87, 0, 0, 0, 0, 0, 0, 0, 13, 100
"/Users/loucadaviot/Desktop/crfm/backend/utils/httpError.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/loucadaviot/Desktop/crfm/backend/utils/jwt.util.js", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 0, 6, 22
"/Users/loucadaviot/Desktop/crfm/frontend/README.md", "Markdown", 0, 0, 0, 0, 9, 0, 0, 0, 8, 17
"/Users/loucadaviot/Desktop/crfm/frontend/components.json", "JSON", 0, 25, 0, 0, 0, 0, 0, 0, 1, 26
"/Users/loucadaviot/Desktop/crfm/frontend/eslint.config.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 0, 2, 22
"/Users/loucadaviot/Desktop/crfm/frontend/index.html", "HTML", 0, 0, 13, 0, 0, 0, 0, 0, 1, 14
"/Users/loucadaviot/Desktop/crfm/frontend/jsconfig.json", "JSON with Comments", 0, 0, 0, 8, 0, 0, 0, 0, 0, 8
"/Users/loucadaviot/Desktop/crfm/frontend/package-lock.json", "JSON", 0, 6652, 0, 0, 0, 0, 0, 0, 1, 6653
"/Users/loucadaviot/Desktop/crfm/frontend/package.json", "JSON", 0, 47, 0, 0, 0, 0, 0, 0, 1, 48
"/Users/loucadaviot/Desktop/crfm/frontend/src/App.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 41, 0, 2, 5, 48
"/Users/loucadaviot/Desktop/crfm/frontend/src/api/apiClient.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 7, 15
"/Users/loucadaviot/Desktop/crfm/frontend/src/components/layout/MainLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 20, 0, 0, 5, 25
"/Users/loucadaviot/Desktop/crfm/frontend/src/components/layout/admin/Sidebar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 37, 0, 0, 2, 39
"/Users/loucadaviot/Desktop/crfm/frontend/src/components/ui/BoutonProfile.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 14, 0, 1, 3, 18
"/Users/loucadaviot/Desktop/crfm/frontend/src/components/ui/Navbar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 43, 0, 0, 6, 49
"/Users/loucadaviot/Desktop/crfm/frontend/src/components/ui/button.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 51, 0, 0, 5, 56
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/compagnies/api/compagnies.api.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 5, 26
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/compagnies/components/TableauCompagnie.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 238, 0, 0, 25, 263
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/compagnies/hooks/useCompagnies.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 0, 5, 33
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/compagnies/pages/CompagniesAdmin.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 11, 0, 0, 3, 14
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/api/missions.api.js", "JavaScript", 92, 0, 0, 0, 0, 0, 0, 2, 17, 111
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/components/etape2/Etapes2Compagnies.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 53, 0, 0, 6, 59
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/components/etape2/Etapes2Groupes.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 114, 0, 0, 7, 121
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/components/etape2/Etapes2Personnel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 108, 0, 0, 4, 112
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/components/etape2/Etapes2Sections.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 80, 0, 0, 7, 87
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/components/etape3/Etapes3CompagnieVehicules.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 107, 0, 0, 13, 120
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/components/etape3/Etapes3Resume.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 37, 0, 0, 3, 40
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/components/etape3/Etapes3VehiculesDisponibles.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 100, 0, 17, 2, 119
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/components/etape3/Etapes3VehiculesSelectionnes.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 89, 0, 5, 4, 98
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/context/MissionsContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 759, 0, 160, 212, 1131
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/context/MissionsContextValue.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/context/useMission.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 4, 13
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/hooks/useCompagniesMissions2.js", "JavaScript", 102, 0, 0, 0, 0, 0, 0, 0, 22, 124
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/hooks/useGroupesMissions2.js", "JavaScript", 623, 0, 0, 0, 0, 0, 0, 56, 113, 792
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/hooks/useMissions.js", "JavaScript", 48, 0, 0, 0, 0, 0, 0, 0, 10, 58
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/hooks/useMissions2.js", "JavaScript", 234, 0, 0, 0, 0, 0, 0, 118, 65, 417
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/hooks/useMissionsVehicules.js", "JavaScript", 83, 0, 0, 0, 0, 0, 0, 46, 31, 160
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/hooks/usePersonnelMissions2.js", "JavaScript", 116, 0, 0, 0, 0, 0, 0, 11, 19, 146
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/pages/CreerMissions2Admin.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 224, 0, 17, 81, 322
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/pages/CreerMissions3Admin.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 243, 0, 44, 38, 325
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/pages/CreerMissions4Admin.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 342, 0, 27, 80, 449
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/pages/Creermissions1Admin.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 267, 0, 21, 45, 333
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/pages/VisuelMissionsAdmin.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 266, 0, 11, 17, 294
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/pages/missionsDetail.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 823, 0, 33, 229, 1085
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/services/personnel.service.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/utils/compagnies.utils.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/utils/groupes.utils.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/utils/missionDraftStorage.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 3, 13
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/utils/personnel.utils.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 11, 32
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/utils/vehicules.utils.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/sections/api/sections.api.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 5, 26
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/sections/hooks/useSections.js", "JavaScript", 58, 0, 0, 0, 0, 0, 0, 0, 9, 67
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/sections/pages/SectionsAdmin.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 216, 0, 0, 21, 237
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/users/api/role.api.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 3, 8
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/users/api/user.api.js", "JavaScript", 33, 0, 0, 0, 0, 0, 0, 0, 9, 42
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/users/hooks/useUser.api.js", "JavaScript", 58, 0, 0, 0, 0, 0, 0, 0, 10, 68
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/users/page/Utilisateurs.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 240, 0, 0, 21, 261
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/vehicules/api/vehicules.api.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 0, 9, 37
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/vehicules/components/CartesVehicules.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 89, 0, 0, 12, 101
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/vehicules/hooks/useAllVehicule.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 4, 29
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/vehicules/hooks/useVehiculesdispo.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 4, 29
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/vehicules/pages/AjouterVehiculeAdmin.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 301, 0, 0, 25, 326
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/vehicules/pages/DetailVehiculesAdmin.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 233, 0, 0, 31, 264
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/vehicules/pages/VehiculesPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 32, 0, 2, 3, 37
"/Users/loucadaviot/Desktop/crfm/frontend/src/index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 130, 0, 6, 136
"/Users/loucadaviot/Desktop/crfm/frontend/src/main.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 9, 0, 0, 2, 11
"/Users/loucadaviot/Desktop/crfm/frontend/src/pages/admin/MessagerieAdmin.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 7, 0, 0, 4, 11
"/Users/loucadaviot/Desktop/crfm/frontend/src/pages/admin/PageContactMessagerieAdmin.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 7, 0, 0, 4, 11
"/Users/loucadaviot/Desktop/crfm/frontend/src/pages/admin/TableauDeBordAdmin.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 9, 0, 0, 2, 11
"/Users/loucadaviot/Desktop/crfm/frontend/src/utils/utils.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/loucadaviot/Desktop/crfm/frontend/vite.config.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 1, 16
"Total", "-", 9545, 10935, 13, 8, 9, 5210, 130, 1150, 2834, 29834
